Date,Site,Phylum,Class,Order,ScientificName,Comment1,Comment2,Dyntaxa ID,Density(n/l),Biovol.(µm³/l),Freshweight(mg/l),Analysis method,Analysis laboratory,Mesured length (µm)
180710,Erken bojen 0-10,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,10.7,1667509.9,0.0017,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
180710,Erken bojen 0-10,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,1.3,239542.1,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
180710,Erken bojen 0-10,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,9.3,813249,0.0008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
180710,Erken bojen 0-10,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,10.7,4824480,0.0048,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180710,Erken bojen 0-10,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,184,87889348,0.0879,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
180710,Erken bojen 0-10,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,6.7,361436.7,0.0004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,embryo,3000194,6.7,11296999.6,0.0113,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,,233772,1.7,201488076.4,0.2015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,juvenil,233772,3.3,48568062.5,0.0486,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,,242088,3.3,479574925.6,0.4796,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,juvenil,242088,3.3,115591988.7,0.1156,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,731
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,5,11240037.3,0.0112,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,30,1156742426,1.1567,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180717,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,38.3,518637524.5,0.5186,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
180717,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,8.3,174554209.5,0.1746,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180717,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,25,24462698.4,0.0245,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,189
180717,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,5,28795461.3,0.0288,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
180717,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,28.3,7098438.2,0.0071,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,124.5
180717,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus unicornis,,,257347,3.3,722873.5,0.0007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,8.3,726115.1,0.0007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,11.7,5276775,0.0053,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,97.5,50980735,0.051,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.7
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna,spp,,1009430,5,133215257.1,0.1332,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,5,271077.6,0.0003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,6.7,7198773.3,0.0072,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
180717,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,5,1217597.5,0.0012,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180724,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,2.5,147681601.5,0.1477,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180724,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,juvenil,233772,2.5,36426046.9,0.0364,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180724,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,,242088,5,719362388.5,0.7194,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180724,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,2.5,5620018.7,0.0056,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
180724,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,47.5,4741838707,4.7418,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1075
180724,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,17.5,236769304.7,0.2368,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,15,100784114.5,0.1008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,22.5,22016428.6,0.022,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,189
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,20,115181845.1,0.1152,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,85,23721464.5,0.0237,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,122.5
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,2.5,89920298.6,0.0899,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,2.5,52037209.8,0.052,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180724,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,5,149867164.3,0.1499,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180724,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,160,19696948.2,0.0197,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,137.7
180724,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,7.5,1199081.1,0.0012,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
180724,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Pompholyx sulcata,,,257361,7.5,1607890.7,0.0016,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180724,Erken bojen 0-6,Rotifera,Monogononta,Collothecacea,Collotheca mutabilis,,,257374,5,208821.7,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,69
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,12.5,4162976.8,0.0042,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Asplanchna priodonta,,,257099,5,457927446.4,0.4579,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Gastropus,spp,,1015171,2.5,997178.2,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,30,2614014.5,0.0026,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,5,2261475,0.0023,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,85,40601057.5,0.0406,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,5,271077.6,0.0003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,5,5399080,0.0054,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra major,,,257294,10,12721120,0.0127,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180724,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,12.5,3043993.8,0.003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180731,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,1.7,98454401,0.09845,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180731,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,embryo,3000194,3.3,5648499.8,0.00565,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
180731,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,,242088,1.7,239787462.8,0.23979,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180731,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,juvenil,242088,1.7,57795994.4,0.0578,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,731
180731,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,11.7,449844276.8,0.44984,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180731,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,25,338241863.8,0.33824,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,3.3,121063297.5,0.12106,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,11.7,11415925.9,0.01142,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,189
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,15,86386383.8,0.08639,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,82.5,17214381.8,0.01721,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,114.7
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus graciloides,,,263767,1.7,64942437.8,0.06494,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1118
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,3.3,119893731.4,0.11989,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti,,male,239249,1.7,32315567,0.03232,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,3.3,99911442.8,0.09991,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,8.3,121420156.2,0.12142,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180731,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,1.7,6868911.7,0.00687,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
180731,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,90,14069614.8,0.01407,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,144
180731,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,15,2694848.4,0.00269,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
180731,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Pompholyx sulcata,,,257361,3.3,714618.1,0.00071,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180731,Erken bojen 0-6,Rotifera,Monogononta,Collothecacea,Collotheca mutabilis,,,257374,1.7,69607.2,0.00007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,69
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,18.3,1597453.3,0.0016,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,3.3,1507650,0.00151,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,10,5228793.3,0.00523,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.7
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,6.7,361436.7,0.00036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,3.3,3599386.7,0.0036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra major,,,257294,5,6360560,0.00636,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180731,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,33.3,8117316.9,0.00812,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180807,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Bosmina ,spp,juvenil,1009432,1.7,8742251.2,0.0087,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180807,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,juvenil,233772,1.7,24284031.2,0.0243,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180807,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,juvenil,242088,1.7,57795994.4,0.0578,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,731
180807,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,13.3,662745904.2,0.6627,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,903
180807,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,15,202945118.3,0.2029,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
180807,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,10,363189892.5,0.3632,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180807,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,40,39140317.5,0.0391,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,189
180807,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,30,172772767.6,0.1728,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
180807,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,51.7,14418929.4,0.0144,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,122.5
180807,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,59946865.7,0.0599,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180807,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,34691473.2,0.0347,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180807,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,40,6431562.7,0.0064,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
180807,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,8.3,1332312.4,0.0013,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
180807,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Pompholyx sulcata,,,257361,5,1071927.1,0.0011,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180807,Erken bojen 0-6,Rotifera,Monogononta,Collothecacea,Collotheca mutabilis,,,257374,6.7,278428.9,0.0003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,69
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,1.7,555063.6,0.0006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Ascomorpha ovalis,,,257159,11.7,4292061.3,0.0043,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,58.3,5082806,0.0051,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,13.3,6368793.3,0.0064,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,5,271077.6,0.0003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,3.3,3599386.7,0.0036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
180807,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,31.7,7711451.1,0.0077,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,6.7,393817603.9,0.3938,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,5,44960149.3,0.045,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,,233772,3.3,402976152.8,0.403,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,juvenil,233772,1.7,24284031.2,0.0243,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,,242088,1.7,239787462.8,0.2398,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,8.3,18733395.5,0.0187,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,10,497059428.1,0.4971,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,903
180814,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,8.3,112747287.9,0.1127,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,8.3,302658243.7,0.3027,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,15,14677619.1,0.0147,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,189
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,21.7,124780332.2,0.1248,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,57.5,16046873,0.016,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,122.5
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,59946865.7,0.0599,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,,copepodit C5,1011373,1.7,38160620.5,0.0382,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,34691473.2,0.0347,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,1.7,24284031.2,0.0243,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
180814,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,1.7,6868911.7,0.0069,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
180814,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,60,9647344.1,0.0096,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
180814,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,5,799387.4,0.0008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,1.7,555063.6,0.0006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Ascomorpha ovalis,,,257159,30,11036729.2,0.011,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna priodonta,,,257099,1.7,152642482.1,0.1526,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,82.5,7188540,0.0072,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,1.7,753825,0.0008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,13.3,6368793.3,0.0064,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Euchlanis dilatata,,,247383,6.7,9991144.3,0.01,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,3.3,3599386.7,0.0036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra major,,,257294,5,6360560,0.0064,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
180814,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,16.7,4058658.5,0.0041,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
